source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[individual]	characteristics[biological replicate]	characteristics[sample type]	characteristics[sample matrix]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[file uri]	comment[platform]	comment[panel version]	comment[quantification unit]	comment[plate]	comment[normalization method]	comment[somascan menu]	comment[somascan platform]	comment[dilution]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf version]	comment[sdrf annotation tool]
PAD000036-11311100008091	Homo sapiens	Blood	not available	not available	not available	41912	159	not applicable	blood plasma	PAD000036-r00184-11311100008091	protein expression profiling by aptamer array	1	SS-2342592_v4.1_CADRE_Pediatric_HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2342592_v4.1_CADRE_Pediatric_HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	SomaScan Assay	v4.1	RFU	PLT25326	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-11311100009259	Homo sapiens	Blood	not available	not available	not available	17502	160	not applicable	blood plasma	PAD000036-r00185-11311100009259	protein expression profiling by aptamer array	1	SS-2342592_v4.1_CADRE_Pediatric_HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2342592_v4.1_CADRE_Pediatric_HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	SomaScan Assay	v4.1	RFU	PLT25326	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-11311100005627	Homo sapiens	Blood	not available	not available	not available	27512	161	not applicable	blood plasma	PAD000036-r00186-11311100005627	protein expression profiling by aptamer array	1	SS-2342592_v4.1_CADRE_Pediatric_HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2342592_v4.1_CADRE_Pediatric_HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	SomaScan Assay	v4.1	RFU	PLT25326	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-782741	Homo sapiens	Blood	not available	not available	not available	10043	162	not applicable	blood plasma	PAD000036-r00187-782741	protein expression profiling by aptamer array	1	SS-2342592_v4.1_CADRE_Pediatric_HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2342592_v4.1_CADRE_Pediatric_HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	SomaScan Assay	v4.1	RFU	PLT25326	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-11311100011516	Homo sapiens	Blood	not available	not available	not available	23652	163	not applicable	blood plasma	PAD000036-r00188-11311100011516	protein expression profiling by aptamer array	1	SS-2342592_v4.1_CADRE_Pediatric_HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2342592_v4.1_CADRE_Pediatric_HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	SomaScan Assay	v4.1	RFU	PLT25326	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-230066	Homo sapiens	Blood	not available	not available	not available	not available	4	not applicable	blood;blood plasma;blood serum	PAD000036-r00189-230066	protein expression profiling by aptamer array	5	SS-2342592_v4.1_CADRE_Pediatric_HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2342592_v4.1_CADRE_Pediatric_HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	SomaScan Assay	v4.1	RFU	PLT25326	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-782747	Homo sapiens	Blood	not available	not available	not available	10315	164	not applicable	blood plasma	PAD000036-r00190-782747	protein expression profiling by aptamer array	1	SS-2342592_v4.1_CADRE_Pediatric_HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2342592_v4.1_CADRE_Pediatric_HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	SomaScan Assay	v4.1	RFU	PLT25326	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-782754	Homo sapiens	Blood	not available	not available	not available	10533	165	not applicable	blood plasma	PAD000036-r00191-782754	protein expression profiling by aptamer array	1	SS-2342592_v4.1_CADRE_Pediatric_HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2342592_v4.1_CADRE_Pediatric_HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	SomaScan Assay	v4.1	RFU	PLT25326	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-230066	Homo sapiens	Blood	not available	not available	not available	not available	4	not applicable	blood;blood plasma;blood serum	PAD000036-r00192-230066	protein expression profiling by aptamer array	6	SS-2342592_v4.1_CADRE_Pediatric_HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2342592_v4.1_CADRE_Pediatric_HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	SomaScan Assay	v4.1	RFU	PLT25326	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-171	Homo sapiens	Blood	not available	not available	not available	171	166	not applicable	blood plasma	PAD000036-r00193-171	protein expression profiling by aptamer array	1	SS-2342592_v4.1_CADRE_Pediatric_HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2342592_v4.1_CADRE_Pediatric_HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	SomaScan Assay	v4.1	RFU	PLT25326	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-11311100005988	Homo sapiens	Blood	not available	not available	not available	38502	167	not applicable	blood plasma	PAD000036-r00194-11311100005988	protein expression profiling by aptamer array	1	SS-2342592_v4.1_CADRE_Pediatric_HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2342592_v4.1_CADRE_Pediatric_HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	SomaScan Assay	v4.1	RFU	PLT25326	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-200170	Homo sapiens	Blood	not available	not available	not available	not available	12	quality control sample	blood;blood plasma;blood serum	PAD000036-r00195-200170	protein expression profiling by aptamer array	2	SS-2342592_v4.1_CADRE_Pediatric_HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2342592_v4.1_CADRE_Pediatric_HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	SomaScan Assay	v4.1	RFU	PLT25326	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-782751	Homo sapiens	Blood	not available	not available	not available	10574	168	not applicable	blood plasma	PAD000036-r00196-782751	protein expression profiling by aptamer array	1	SS-2342592_v4.1_CADRE_Pediatric_HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2342592_v4.1_CADRE_Pediatric_HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	SomaScan Assay	v4.1	RFU	PLT25326	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-200169	Homo sapiens	Blood	not available	not available	not available	not available	20	calibrator	blood;blood plasma;blood serum	PAD000036-r00197-200169	protein expression profiling by aptamer array	2	SS-2342592_v4.1_CADRE_Pediatric_HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2342592_v4.1_CADRE_Pediatric_HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	SomaScan Assay	v4.1	RFU	PLT25326	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-782746	Homo sapiens	Blood	not available	not available	not available	10352	169	not applicable	blood plasma	PAD000036-r00198-782746	protein expression profiling by aptamer array	1	SS-2342592_v4.1_CADRE_Pediatric_HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2342592_v4.1_CADRE_Pediatric_HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	SomaScan Assay	v4.1	RFU	PLT25326	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-200169	Homo sapiens	Blood	not available	not available	not available	not available	20	calibrator	blood;blood plasma;blood serum	PAD000036-r00199-200169	protein expression profiling by aptamer array	3	SS-2342592_v4.1_CADRE_Pediatric_HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2342592_v4.1_CADRE_Pediatric_HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	SomaScan Assay	v4.1	RFU	PLT25326	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-11311100001383	Homo sapiens	Blood	not available	not available	not available	42192	170	not applicable	blood plasma	PAD000036-r00200-11311100001383	protein expression profiling by aptamer array	1	SS-2342592_v4.1_CADRE_Pediatric_HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2342592_v4.1_CADRE_Pediatric_HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	SomaScan Assay	v4.1	RFU	PLT25326	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-200170	Homo sapiens	Blood	not available	not available	not available	not available	12	quality control sample	blood;blood plasma;blood serum	PAD000036-r00201-200170	protein expression profiling by aptamer array	3	SS-2342592_v4.1_CADRE_Pediatric_HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2342592_v4.1_CADRE_Pediatric_HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	SomaScan Assay	v4.1	RFU	PLT25326	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-036	Homo sapiens	Blood	not available	not available	not available	036	171	not applicable	blood plasma	PAD000036-r00202-036	protein expression profiling by aptamer array	1	SS-2342592_v4.1_CADRE_Pediatric_HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2342592_v4.1_CADRE_Pediatric_HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	SomaScan Assay	v4.1	RFU	PLT25326	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-11311100002243	Homo sapiens	Blood	not available	not available	not available	36192	172	not applicable	blood plasma	PAD000036-r00203-11311100002243	protein expression profiling by aptamer array	1	SS-2342592_v4.1_CADRE_Pediatric_HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2342592_v4.1_CADRE_Pediatric_HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	SomaScan Assay	v4.1	RFU	PLT25326	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-782739	Homo sapiens	Blood	not available	not available	not available	10142	173	not applicable	blood plasma	PAD000036-r00204-782739	protein expression profiling by aptamer array	1	SS-2342592_v4.1_CADRE_Pediatric_HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2342592_v4.1_CADRE_Pediatric_HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	SomaScan Assay	v4.1	RFU	PLT25326	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-11311100009421	Homo sapiens	Blood	not available	not available	not available	26882	174	not applicable	blood plasma	PAD000036-r00205-11311100009421	protein expression profiling by aptamer array	1	SS-2342592_v4.1_CADRE_Pediatric_HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2342592_v4.1_CADRE_Pediatric_HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	SomaScan Assay	v4.1	RFU	PLT25326	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-782750	Homo sapiens	Blood	not available	not available	not available	10601	175	not applicable	blood plasma	PAD000036-r00206-782750	protein expression profiling by aptamer array	1	SS-2342592_v4.1_CADRE_Pediatric_HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2342592_v4.1_CADRE_Pediatric_HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	SomaScan Assay	v4.1	RFU	PLT25326	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-11311100009896	Homo sapiens	Blood	not available	not available	not available	12112	176	not applicable	blood plasma	PAD000036-r00207-11311100009896	protein expression profiling by aptamer array	1	SS-2342592_v4.1_CADRE_Pediatric_HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2342592_v4.1_CADRE_Pediatric_HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	SomaScan Assay	v4.1	RFU	PLT25326	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-2201-Plasma60-10	Homo sapiens	Blood	not available	not available	not available	2201	177	not applicable	blood plasma	PAD000036-r00208-2201-Plasma60-10	protein expression profiling by aptamer array	1	SS-2342592_v4.1_CADRE_Pediatric_HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2342592_v4.1_CADRE_Pediatric_HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	SomaScan Assay	v4.1	RFU	PLT25326	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-782752	Homo sapiens	Blood	not available	not available	not available	10671	178	not applicable	blood plasma	PAD000036-r00209-782752	protein expression profiling by aptamer array	1	SS-2342592_v4.1_CADRE_Pediatric_HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2342592_v4.1_CADRE_Pediatric_HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	SomaScan Assay	v4.1	RFU	PLT25326	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-11311100006126	Homo sapiens	Blood	not available	not available	not available	15832	179	not applicable	blood plasma	PAD000036-r00210-11311100006126	protein expression profiling by aptamer array	1	SS-2342592_v4.1_CADRE_Pediatric_HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2342592_v4.1_CADRE_Pediatric_HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	SomaScan Assay	v4.1	RFU	PLT25326	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-11311100001542	Homo sapiens	Blood	not available	not available	not available	25372	180	not applicable	blood plasma	PAD000036-r00211-11311100001542	protein expression profiling by aptamer array	1	SS-2342592_v4.1_CADRE_Pediatric_HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2342592_v4.1_CADRE_Pediatric_HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	SomaScan Assay	v4.1	RFU	PLT25326	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-782755	Homo sapiens	Blood	not available	not available	not available	10579	181	not applicable	blood plasma	PAD000036-r00212-782755	protein expression profiling by aptamer array	1	SS-2342592_v4.1_CADRE_Pediatric_HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2342592_v4.1_CADRE_Pediatric_HeparinPlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormSMP.adat	SomaScan Assay	v4.1	RFU	PLT25326	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormSMP	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
